Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
206,20,85,1097,True,3.6,0,11/9/2024 12:20:39 PM,False,0,1,93,68.7,6394,,3.4,31,11/9/2024 2:07:08 PM,False,0,1,20D370D2,93,2,14,GF,20/85,1019,1019,Perdix AI
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
3840,58.6,0,2,0.88,0.32,0,0,11,1,0,71,True,True,0,0,0,0,199,3.48,1776,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3850,61.9,0,2,0.9,0.32,0,0,10,1,0,71,True,True,0,0,0,0,199,3.48,1770,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3860,65.1,0,2,0.94,0.32,0,0,7,1,0,71,True,True,0,0,0,0,199,3.48,1768,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3870,66.6,0,2,0.95,0.32,0,0,7,1,0,71,True,True,0,0,0,0,199,3.48,1762,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3880,67.7,0,2,0.96,0.32,0,0,6,1,0,71,True,True,0,0,0,0,199,3.48,1760,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3890,67.4,0,2,0.96,0.32,0,0,6,1,0,71,True,True,0,0,0,0,199,3.48,1752,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3900,67.2,0,2,0.96,0.32,0,0,6,1,0,71,True,True,0,0,0,0,199,3.48,1752,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3910,67.5,0,2,0.96,0.32,0,0,5,1,0,71,True,True,0,0,0,0,199,3.48,1750,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3920,67.7,0,2,0.96,0.32,0,0,5,1,0,71,True,True,0,0,0,0,199,3.48,1744,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3930,66,0,2,0.95,0.32,0,0,5,1,0,71,True,True,0,0,0,0,199,3.48,1738,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3940,66.2,0,2,0.95,0.32,0,0,5,1,0,71,True,True,0,0,0,0,199,3.48,1732,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3950,64.9,0,2,0.94,0.32,0,0,5,1,0,71,True,True,0,0,0,0,199,3.48,1730,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3960,64.3,0,2,0.93,0.32,0,0,6,1,0,71,True,True,0,0,0,0,199,3.48,1722,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3970,64.3,0,2,0.93,0.32,0,0,6,1,0,71,True,True,0,0,0,0,199,3.48,1718,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3980,63.3,0,2,0.92,0.32,0,0,6,1,0,71,True,True,0,0,0,0,199,3.48,1714,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
3990,61,0,2,0.9,0.32,0,0,6,1,0,71,True,True,0,0,0,0,199,3.48,1710,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4000,58.8,0,2,0.88,0.32,0,0,7,1,0,71,True,True,0,0,0,0,199,3.48,1708,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4010,59.6,0,2,0.88,0.32,0,0,7,1,0,71,True,True,0,0,0,0,199,3.48,1704,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4020,60.6,0,2,0.89,0.32,0,0,6,1,0,71,True,True,0,0,0,0,199,3.48,1700,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4030,60.5,0,2,0.89,0.32,0,0,6,1,0,71,True,True,0,0,0,0,199,3.48,1696,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4040,60.5,0,2,0.89,0.32,0,0,6,1,0,71,True,True,0,0,0,0,199,3.48,1690,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4050,61.8,0,2,0.91,0.32,0,0,6,1,0,71,True,True,0,0,0,0,199,3.48,1684,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4060,61.8,0,2,0.91,0.32,0,0,5,1,0,71,True,True,0,0,0,0,199,3.48,1684,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4070,63.2,0,2,0.92,0.32,0,0,5,1,0,71,True,True,0,0,0,0,199,3.47,1676,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4080,62.1,0,2,0.91,0.32,0,0,5,1,0,71,True,True,0,0,0,0,199,3.48,1672,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4090,61.5,0,2,0.9,0.32,0,0,4,1,0,71,True,True,0,0,0,0,199,3.48,1658,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4100,60.8,0,2,0.9,0.32,0,0,5,1,0,71,True,True,0,0,0,0,200,3.48,1654,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4110,59.8,0,2,0.89,0.32,0,0,5,1,0,71,True,True,0,0,0,0,200,3.48,1648,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4120,60.1,0,2,0.89,0.32,0,0,5,1,0,71,True,True,0,0,0,0,199,3.48,1636,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4130,60.5,0,2,0.89,0.32,0,0,4,1,0,71,True,True,0,0,0,0,200,3.47,1634,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4140,60,0,2,0.89,0.32,0,0,4,1,0,71,True,True,0,0,0,0,199,3.48,1628,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4150,58.5,0,2,0.87,0.32,0,0,5,1,0,71,True,True,0,0,0,0,200,3.48,1624,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4160,58.2,0,2,0.87,0.32,0,0,5,1,0,71,True,True,0,0,0,0,199,3.48,1616,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4170,56.9,0,2,0.86,0.32,0,0,5,1,0,71,True,True,0,0,0,0,199,3.48,1610,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4180,58.4,0,2,0.87,0.32,0,0,4,1,0,71,True,True,0,0,0,0,200,3.48,1606,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4190,59,0,2,0.88,0.32,0,0,4,1,0,71,True,True,0,0,0,0,199,3.48,1602,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4200,58.4,0,2,0.87,0.32,0,0,4,1,0,71,True,True,0,0,0,0,199,3.48,1596,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4210,59.8,0,2,0.89,0.32,0,0,4,1,0,71,True,True,0,0,0,0,199,3.48,1588,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4220,59.3,0,2,0.88,0.32,0,0,3,1,0,71,True,True,0,0,0,0,199,3.48,1586,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4230,59.8,0,2,0.88,0.32,0,0,3,1,0,71,True,True,0,0,0,0,199,3.48,1582,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4240,60.1,0,2,0.89,0.32,0,0,3,1,0,71,True,True,0,0,0,0,199,3.48,1576,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4250,63.3,0,2,0.92,0.32,0,0,2,1,0,71,True,True,0,0,0,0,199,3.48,1574,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4260,64.8,0,2,0.94,0.32,0,0,1,1,0,71,True,True,0,0,0,0,199,3.48,1568,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4270,66.1,0,2,0.95,0.32,0,0,1,1,0,71,True,True,0,0,0,0,199,3.48,1562,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4280,67.3,0,2,0.96,0.32,0,0,1,1,0,71,True,True,0,0,0,0,199,3.48,1560,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4290,67.2,0,2,0.96,0.32,0,0,1,1,0,71,True,True,0,0,0,0,199,3.47,1552,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4300,67.5,0,2,0.96,0.32,0,0,1,1,0,71,True,True,0,0,0,0,199,3.48,1554,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4310,67.4,0,2,0.96,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1546,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4320,66.8,0,2,0.95,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1546,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4330,67.7,0,2,0.96,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1542,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4340,67.2,0,2,0.96,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1542,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4350,66.7,0,2,0.95,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1534,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4360,66.2,0,2,0.95,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.47,1536,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4370,65.7,0,2,0.94,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1532,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4380,64.7,0,2,0.93,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1526,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4390,63.6,0,2,0.92,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1522,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4400,63.3,0,2,0.92,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1520,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4410,63.9,0,2,0.93,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1516,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4420,63.2,0,2,0.92,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1510,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4430,62.3,0,2,0.91,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1508,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4440,62.3,0,2,0.91,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1504,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4450,62.8,0,2,0.91,0.32,0,0,0,1,0,71,True,True,0,0,0,0,199,3.48,1496,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4460,63.4,20,3,0.92,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1494,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4470,63.7,20,3,0.92,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1488,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4480,63.5,20,3,0.92,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1484,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4490,64.2,20,3,0.93,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1472,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4500,65.4,20,3,0.94,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1472,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4510,66,20,3,0.95,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1468,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4520,66.9,20,3,0.95,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1458,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4530,66.6,20,3,0.95,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1458,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4540,66.9,20,3,0.95,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1450,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4550,67.7,20,3,0.96,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1450,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4560,67.8,20,3,0.96,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1446,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4570,67.4,20,3,0.96,0.32,0,1,0,1,0,71,True,True,0,0,0,0,200,3.48,1442,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4580,66.8,20,3,0.95,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1440,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4590,67,20,3,0.95,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1436,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4600,67.8,20,3,0.96,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1432,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4610,67.9,20,3,0.96,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1428,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4620,67.6,20,3,0.96,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1422,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4630,66.3,20,3,0.95,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1418,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4640,66.3,20,3,0.95,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1412,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4650,65.9,20,3,0.94,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1410,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4660,64.4,20,3,0.93,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1408,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4670,62.1,20,3,0.91,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1400,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4680,59.5,20,3,0.88,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1390,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4690,58.4,20,3,0.87,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1392,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4700,58.2,20,3,0.87,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1388,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4710,59.2,20,3,0.88,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1384,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4720,56.7,20,3,0.86,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1382,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4730,56.5,20,3,0.86,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1378,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4740,56.6,20,4,0.86,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1378,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4750,59,20,4,0.88,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1370,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4760,60.1,20,4,0.89,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1370,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4770,61.5,20,3,0.9,0.32,0,1,0,1,0,71,True,True,0,0,0,0,199,3.48,1362,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4780,61.8,20,4,0.91,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1358,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4790,60.7,20,4,0.89,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1356,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4800,60.2,20,4,0.89,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1352,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4810,59.4,20,4,0.88,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1346,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4820,59.4,20,4,0.88,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1348,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4830,59.9,20,4,0.89,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1338,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4840,62.3,20,4,0.91,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1334,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4850,64.7,20,4,0.93,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1336,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4860,65.6,20,4,0.94,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1334,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4870,65.6,20,4,0.94,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1328,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4880,65.3,20,4,0.94,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1322,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4890,65,20,4,0.94,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1318,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4900,64.2,20,4,0.93,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1314,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4910,66.5,20,4,0.95,0.32,0,2,0,1,0,71,True,True,0,0,0,0,200,3.48,1306,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4920,66.7,20,4,0.95,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1304,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4930,67.1,20,4,0.96,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1302,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4940,66.7,20,4,0.95,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1290,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4950,66.4,20,4,0.95,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.47,1284,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4960,65.7,20,4,0.94,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1280,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4970,66.1,20,4,0.95,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1278,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4980,65.8,20,4,0.94,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1274,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
4990,65.9,20,4,0.94,0.32,0,2,0,1,0,71,True,True,0,0,0,0,200,3.48,1270,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5000,65.1,20,4,0.94,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1266,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5010,64.1,20,4,0.93,0.32,0,2,0,1,0,71,True,True,0,0,0,0,200,3.48,1260,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5020,63.2,20,4,0.92,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1256,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5030,63,20,4,0.92,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1252,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5040,60.7,20,4,0.89,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1242,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5050,60,20,4,0.89,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1236,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5060,59.8,20,4,0.89,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1236,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5070,58.4,20,4,0.87,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1236,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5080,58.5,20,4,0.87,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1228,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5090,57.6,20,4,0.87,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1224,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5100,59,20,4,0.88,0.32,0,2,0,1,0,71,True,True,0,0,0,0,199,3.48,1222,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5110,59,20,5,0.88,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1220,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5120,59.5,20,5,0.88,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1208,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5130,58.6,20,5,0.88,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1208,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5140,62.5,20,5,0.91,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1200,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5150,64.4,20,5,0.93,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1200,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5160,66,20,5,0.95,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1194,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5170,66.1,20,5,0.94,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1194,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5180,65.1,20,5,0.94,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1188,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5190,64.4,20,5,0.93,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1188,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5200,62.7,20,5,0.91,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1188,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5210,60.7,20,5,0.9,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1184,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5220,59.5,20,5,0.88,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1184,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5230,59.4,20,5,0.88,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1176,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5240,59,20,5,0.88,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1172,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5250,58.4,20,5,0.87,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1168,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5260,58.7,20,5,0.88,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1162,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5270,59,20,5,0.88,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1158,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5280,59.5,20,5,0.88,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1154,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5290,63.5,20,5,0.92,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1148,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5300,65,20,5,0.93,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1144,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5310,66.5,20,5,0.95,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1136,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5320,68.3,20,5,0.97,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1138,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5330,68.1,20,5,0.96,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1132,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5340,66.3,20,5,0.95,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.47,1130,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5350,66.9,20,5,0.95,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1126,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5360,67.5,20,5,0.96,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1122,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5370,67.9,20,5,0.96,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1112,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5380,67.1,20,5,0.96,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1112,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5390,67.8,20,5,0.96,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1100,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
5400,65.6,20,5,0.94,0.32,0,3,0,1,0,71,True,True,0,0,0,0,199,3.48,1096,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
